scrape_date,scrape_timestamp,dining_hall,campus,meal_period,item_name,serving_size,source_url,nutrition_link,calories_kcal,total_fat_g,sat_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,fiber_g,sugar_g,protein_g,is_vegetarian,is_vegan,is_high_protein,is_low_calorie,is_low_sodium
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,BEEF FAJITA SOUP,4 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=020060*4,108.0,2.6,0.9,0.0,28.3,242.5,,1.5,1.5,12.8,False,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,CHEESE AND BROCCOLI SOUP,6 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=020001*6,152.0,7.2,4.0,0.0,17.4,521.0,,1.8,3.7,7.0,True,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,BLACK BEAN BURGER,1 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=019105*1,146.0,6.7,0.0,0.0,0.0,416.1,,3.5,0.0,6.2,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,BREADED CHICKEN CUTLET,1 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=111051*1,273.0,10.1,2.0,0.0,65.8,688.5,,1.0,0.0,26.3,False,False,True,True,False
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,GRILLED HOT DOGS,1 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=800009*1,239.0,22.5,6.6,0.7,19.9,530.5,,0.0,0.0,9.3,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,HALAL HAMBURGER,1 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=019084*1,146.0,8.3,3.3,,35.5,246.3,,0.0,,13.4,False,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,HAMBURGER POTATO BUN,1 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=218042*1,142.0,1.9,0.4,,0.5,285.1,,1.2,0.8,4.3,False,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,POTATO HOT DOG ROLL,1 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=212008*1,142.0,1.9,0.4,,0.5,285.1,,1.2,0.8,4.3,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SPICY CHICKEN CUTLET,1 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=111052*1,273.0,10.1,2.0,0.0,65.8,890.1,,1.0,0.0,26.3,False,False,True,True,False
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,TURKEY BURGER,1 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=111093*1,136.0,8.0,2.4,,72.3,88.3,,0.0,0.0,16.1,False,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,VEGETABLE BURGER,1 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=143162*1,170.0,6.0,1.0,0.0,0.0,470.0,,5.0,2.0,6.0,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,AVOCADO MASH,2 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130039*2,125.0,11.3,1.7,0.0,0.0,0.0,,3.4,0.0,1.1,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,CHEESE SAUCE,2 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=157011*2,80.0,4.6,1.5,,6.1,461.3,,0.0,0.1,1.8,True,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,CHIPOTLE MAYO,1 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=163035*1,164.0,18.1,3.3,0.0,11.9,161.2,,0.0,0.2,0.2,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,FRENCH FRIES,4 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=161006*4,275.0,16.4,1.5,0.0,0.0,418.5,,1.4,0.0,0.0,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,LETTUCE LEAVES,2 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130203*2,6.0,0.1,0.0,0.0,0.0,4.5,,0.5,0.8,0.4,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,PICKLE CHIPS,4 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=150189*4,5.0,0.1,0.0,,0.0,384.5,,0.4,,0.2,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SAUTEED MUSHROOMS,3 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130162*3,48.0,3.5,1.2,0.0,0.0,127.1,,0.8,1.6,2.5,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SAUTEED ONIONS,3 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130161*3,62.0,3.3,1.2,0.0,0.0,126.3,,1.4,3.5,0.9,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SLICED CHEDDAR CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=150146*1,114.0,9.4,6.0,,29.8,176.1,,0.0,0.1,7.1,True,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SLICED JALAPENOS PEPPERS,2 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=150024*2,22.0,0.3,0.0,,0.0,795.9,,0.9,,0.5,True,True,False,True,False
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SLICED ONIONS,1 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130217*1,11.0,0.0,0.0,0.0,0.0,1.1,,0.5,1.2,0.3,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SLICED PEPPERJACK CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=150147*1,106.0,8.6,5.4,,25.2,152.0,,0.0,0.1,6.9,True,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SLICED TOMATOES,2 SLICE,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130204*2,14.0,0.1,0.0,,0.0,10.2,,0.3,1.7,0.9,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,YELLOW AMERICAN CHEESE,1 SLICE,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=150172*1,69.0,6.0,5.2,,12.9,240.5,,0.0,0.0,4.3,True,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,"6"" FLOUR TORTILLA",1 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=150002*1,94.0,1.7,0.5,0.0,0.0,218.9,,0.7,0.3,2.7,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,BEEF TACOS,3 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=019801*3,210.0,13.3,4.9,0.0,46.9,179.6,,1.3,1.7,13.7,False,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,HOMESTYLE REFRIED BEANS,4 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=143058*4,105.0,2.0,0.3,,0.1,487.3,,5.0,2.8,6.8,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,PICO DE GALLO,2 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=157111*2,28.0,2.2,0.3,0.0,0.0,449.0,,0.3,1.0,0.5,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,PULLED CHICKEN TACO MEAT,3 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=111236*3,124.0,4.3,1.2,0.0,48.0,245.8,,0.9,1.7,16.5,False,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,RIPE SLICED OLIVES,1 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=150014*1,33.0,3.0,0.4,0.0,0.0,208.4,,0.9,0.0,0.2,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SALSA,2 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=150013*2,21.0,0.0,,,,330.7,,,2.1,0.0,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SHREDDED CHEDDAR JACK CHEESE,2 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=150026*2,218.0,17.4,13.1,0.0,54.5,370.7,,0.0,0.0,13.1,True,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SHREDDED LETTUCE,1 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130048*1,4.0,0.0,0.0,0.0,0.0,2.8,,0.3,0.6,0.3,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SOUR CREAM,1 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=150023*1,55.0,5.6,3.3,0.2,14.7,22.7,,0.0,0.8,0.6,True,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,SPANISH RICE,4 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=163024*4,92.0,3.0,1.1,0.0,0.0,891.3,,0.7,3.7,1.4,True,True,False,True,False
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,BAKED BROWN RICE,2 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=163001*2,101.0,0.8,0.2,0.0,0.0,59.5,,1.0,0.2,2.2,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,CHICKEN &GOBI 65,6 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=111061*6,190.0,8.8,1.3,0.0,40.5,436.5,,1.7,3.3,16.9,False,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,CRISPY POTATO & PEA SAMOSA,3 EACH,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=143027*3,403.0,30.4,3.4,,0.0,750.0,,1.5,1.5,6.0,True,True,False,False,False
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,JASMINE RICE,4 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=163022*4,210.0,0.0,0.0,0.0,0.0,446.2,,1.3,0.0,3.9,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,TAMARIND CHUTNEY,1 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=705143*1,71.0,0.0,0.0,0.0,0.0,151.9,,0.0,15.2,0.0,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,VEGETABLE LO MEIN,6 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=143154*6,354.0,19.0,3.8,0.0,0.0,358.9,,3.6,3.2,8.3,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,ALFREDO SAUCE,4 OZL,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=157009*4,306.0,28.2,17.3,0.9,82.7,308.8,,0.2,0.2,5.5,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,CHEESE PIZZA,1 SLICE,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130298*1,176.0,5.9,2.8,0.0,13.5,283.1,,1.9,2.7,8.6,True,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,CHICKEN VODKA PIZZA,1 SLICE,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130356*1,218.0,8.2,4.0,0.1,31.7,288.5,,1.8,2.3,13.4,False,False,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,"HAND TOSSED OLIVE, MUSHROOM, ROAST RED PEPPER PIZZA",1 SLICE,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130328*1,181.0,6.1,2.8,0.0,13.5,365.3,,2.1,2.8,8.9,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,HAND TOSSED WHITE PIZZA,1 SLICE,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=130280*1,195.0,8.3,4.5,0.1,24.0,253.5,,1.7,1.8,9.2,True,True,False,True,True
05/07/2026,2026-05-07T18:01:57,Livingston,Livingston,Lunch,ORECCHIETTE PASTA,4 OZ,https://menuportal23.dining.rutgers.edu/FoodPronet/pickmenu.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05/07/2026&activeMeal=Lunch&sName=Rutgers+University+Dining,https://menuportal23.dining.rutgers.edu/FoodPronet/label.aspx?locationNum=03&locationName=Livingston+Dinning+Hall&dtdate=05%2f07%2f2026&RecNumAndPort=140017*4,211.0,1.3,0.3,0.0,0.0,8.2,,1.8,2.3,7.7,True,True,False,True,True
